Freq.	V(n001)
3.06881002582368e+03	(-5.04531785605235e+01dB,1.79981889258447e+02°)
3.07588436354905e+03	(-5.04531785625264e+01dB,1.79981847508879e+02°)
3.08297500930712e+03	(-5.04531785645385e+01dB,1.79981805663068e+02°)
3.09008200069179e+03	(-5.04531785665599e+01dB,1.79981763720792e+02°)
3.09720537538361e+03	(-5.04531785685907e+01dB,1.79981721681830e+02°)
3.10434517115002e+03	(-5.04531785706308e+01dB,1.79981679545958e+02°)
3.11150142584550e+03	(-5.04531785726804e+01dB,1.79981637312952e+02°)
3.11867417741180e+03	(-5.04531785747394e+01dB,1.79981594982590e+02°)
3.12586346387813e+03	(-5.04531785768079e+01dB,1.79981552554646e+02°)
3.13306932336138e+03	(-5.04531785788859e+01dB,1.79981510028895e+02°)
3.14029179406629e+03	(-5.04531785809736e+01dB,1.79981467405113e+02°)
3.14753091428569e+03	(-5.04531785830709e+01dB,1.79981424683072e+02°)
3.15478672240067e+03	(-5.04531785851778e+01dB,1.79981381862547e+02°)
3.16205925688080e+03	(-5.04531785872945e+01dB,1.79981338943311e+02°)
3.16934855628433e+03	(-5.04531785894210e+01dB,1.79981295925136e+02°)
3.17665465925842e+03	(-5.04531785915573e+01dB,1.79981252807793e+02°)
3.18397760453928e+03	(-5.04531785937034e+01dB,1.79981209591055e+02°)
3.19131743095244e+03	(-5.04531785958594e+01dB,1.79981166274692e+02°)
3.19867417741294e+03	(-5.04531785980254e+01dB,1.79981122858474e+02°)
3.20604788292550e+03	(-5.04531786002014e+01dB,1.79981079342172e+02°)
3.21343858658479e+03	(-5.04531786023875e+01dB,1.79981035725554e+02°)
3.22084632757558e+03	(-5.04531786045836e+01dB,1.79980992008390e+02°)
3.22827114517297e+03	(-5.04531786067899e+01dB,1.79980948190447e+02°)
3.23571307874261e+03	(-5.04531786090063e+01dB,1.79980904271494e+02°)
3.24317216774088e+03	(-5.04531786112330e+01dB,1.79980860251296e+02°)
3.25064845171514e+03	(-5.04531786134699e+01dB,1.79980816129622e+02°)
3.25814197030390e+03	(-5.04531786157172e+01dB,1.79980771906237e+02°)
3.26565276323705e+03	(-5.04531786179749e+01dB,1.79980727580906e+02°)
3.27318087033606e+03	(-5.04531786202430e+01dB,1.79980683153395e+02°)
3.28072633151421e+03	(-5.04531786225215e+01dB,1.79980638623468e+02°)
3.28828918677679e+03	(-5.04531786248106e+01dB,1.79980593990889e+02°)
3.29586947622129e+03	(-5.04531786271102e+01dB,1.79980549255422e+02°)
3.30346724003766e+03	(-5.04531786294204e+01dB,1.79980504416828e+02°)
3.31108251850849e+03	(-5.04531786317413e+01dB,1.79980459474871e+02°)
3.31871535200922e+03	(-5.04531786340730e+01dB,1.79980414429312e+02°)
3.32636578100839e+03	(-5.04531786364153e+01dB,1.79980369279912e+02°)
3.33403384606779e+03	(-5.04531786387685e+01dB,1.79980324026432e+02°)
3.34171958784275e+03	(-5.04531786411326e+01dB,1.79980278668632e+02°)
3.34942304708231e+03	(-5.04531786435076e+01dB,1.79980233206272e+02°)
3.35714426462944e+03	(-5.04531786458935e+01dB,1.79980187639110e+02°)
3.36488328142126e+03	(-5.04531786482904e+01dB,1.79980141966905e+02°)
3.37264013848928e+03	(-5.04531786506984e+01dB,1.79980096189414e+02°)
3.38041487695958e+03	(-5.04531786531175e+01dB,1.79980050306396e+02°)
3.38820753805305e+03	(-5.04531786555478e+01dB,1.79980004317606e+02°)
3.39601816308559e+03	(-5.04531786579893e+01dB,1.79979958222802e+02°)
3.40384679346838e+03	(-5.04531786604421e+01dB,1.79979912021738e+02°)
3.41169347070802e+03	(-5.04531786629062e+01dB,1.79979865714169e+02°)
3.41955823640681e+03	(-5.04531786653817e+01dB,1.79979819299850e+02°)
3.42744113226297e+03	(-5.04531786678686e+01dB,1.79979772778536e+02°)
3.43534220007083e+03	(-5.04531786703669e+01dB,1.79979726149979e+02°)
3.44326148172105e+03	(-5.04531786728769e+01dB,1.79979679413932e+02°)
3.45119901920087e+03	(-5.04531786753984e+01dB,1.79979632570147e+02°)
3.45915485459435e+03	(-5.04531786779315e+01dB,1.79979585618376e+02°)
3.46712903008251e+03	(-5.04531786804763e+01dB,1.79979538558370e+02°)
3.47512158794364e+03	(-5.04531786830329e+01dB,1.79979491389880e+02°)
3.48313257055350e+03	(-5.04531786856012e+01dB,1.79979444112655e+02°)
3.49116202038552e+03	(-5.04531786881815e+01dB,1.79979396726445e+02°)
3.49920998001103e+03	(-5.04531786907736e+01dB,1.79979349230998e+02°)
3.50727649209951e+03	(-5.04531786933777e+01dB,1.79979301626063e+02°)
3.51536159941882e+03	(-5.04531786959938e+01dB,1.79979253911387e+02°)
3.52346534483539e+03	(-5.04531786986220e+01dB,1.79979206086718e+02°)
3.53158777131446e+03	(-5.04531787012623e+01dB,1.79979158151802e+02°)
3.53972892192034e+03	(-5.04531787039149e+01dB,1.79979110106384e+02°)
3.54788883981660e+03	(-5.04531787065796e+01dB,1.79979061950210e+02°)
3.55606756826630e+03	(-5.04531787092567e+01dB,1.79979013683025e+02°)
3.56426515063225e+03	(-5.04531787119461e+01dB,1.79978965304572e+02°)
3.57248163037722e+03	(-5.04531787146479e+01dB,1.79978916814595e+02°)
3.58071705106416e+03	(-5.04531787173622e+01dB,1.79978868212838e+02°)
3.58897145635646e+03	(-5.04531787200890e+01dB,1.79978819499042e+02°)
3.59724489001814e+03	(-5.04531787228284e+01dB,1.79978770672949e+02°)
3.60553739591414e+03	(-5.04531787255805e+01dB,1.79978721734301e+02°)
3.61384901801050e+03	(-5.04531787283453e+01dB,1.79978672682837e+02°)
3.62217980037459e+03	(-5.04531787311228e+01dB,1.79978623518298e+02°)
3.63052978717542e+03	(-5.04531787339131e+01dB,1.79978574240423e+02°)
3.63889902268376e+03	(-5.04531787367164e+01dB,1.79978524848951e+02°)
3.64728755127248e+03	(-5.04531787395325e+01dB,1.79978475343619e+02°)
3.65569541741673e+03	(-5.04531787423617e+01dB,1.79978425724166e+02°)
3.66412266569416e+03	(-5.04531787452039e+01dB,1.79978375990329e+02°)
3.67256934078521e+03	(-5.04531787480592e+01dB,1.79978326141843e+02°)
3.68103548747332e+03	(-5.04531787509277e+01dB,1.79978276178445e+02°)
3.68952115064514e+03	(-5.04531787538095e+01dB,1.79978226099869e+02°)
3.69802637529082e+03	(-5.04531787567046e+01dB,1.79978175905850e+02°)
3.70655120650422e+03	(-5.04531787596130e+01dB,1.79978125596122e+02°)
3.71509568948314e+03	(-5.04531787625348e+01dB,1.79978075170419e+02°)
3.72365986952958e+03	(-5.04531787654702e+01dB,1.79978024628471e+02°)
3.73224379204996e+03	(-5.04531787684191e+01dB,1.79977973970013e+02°)
3.74084750255540e+03	(-5.04531787713815e+01dB,1.79977923194775e+02°)
3.74947104666191e+03	(-5.04531787743577e+01dB,1.79977872302488e+02°)
3.75811447009065e+03	(-5.04531787773476e+01dB,1.79977821292882e+02°)
3.76677781866821e+03	(-5.04531787803513e+01dB,1.79977770165687e+02°)
3.77546113832680e+03	(-5.04531787833689e+01dB,1.79977718920632e+02°)
3.78416447510450e+03	(-5.04531787864004e+01dB,1.79977667557445e+02°)
3.79288787514554e+03	(-5.04531787894459e+01dB,1.79977616075853e+02°)
3.80163138470053e+03	(-5.04531787925054e+01dB,1.79977564475584e+02°)
3.81039505012668e+03	(-5.04531787955791e+01dB,1.79977512756364e+02°)
3.81917891788807e+03	(-5.04531787986670e+01dB,1.79977460917919e+02°)
3.82798303455590e+03	(-5.04531788017691e+01dB,1.79977408959974e+02°)
3.83680744680871e+03	(-5.04531788048855e+01dB,1.79977356882254e+02°)
3.84565220143267e+03	(-5.04531788080163e+01dB,1.79977304684482e+02°)
3.85451734532177e+03	(-5.04531788111616e+01dB,1.79977252366382e+02°)
3.86340292547813e+03	(-5.04531788143214e+01dB,1.79977199927676e+02°)
3.87230898901221e+03	(-5.04531788174958e+01dB,1.79977147368087e+02°)
3.88123558314307e+03	(-5.04531788206848e+01dB,1.79977094687335e+02°)
3.89018275519863e+03	(-5.04531788238885e+01dB,1.79977041885142e+02°)
3.89915055261590e+03	(-5.04531788271071e+01dB,1.79976988961227e+02°)
3.90813902294126e+03	(-5.04531788303404e+01dB,1.79976935915310e+02°)
3.91714821383067e+03	(-5.04531788335888e+01dB,1.79976882747110e+02°)
3.92617817304997e+03	(-5.04531788368520e+01dB,1.79976829456344e+02°)
3.93522894847510e+03	(-5.04531788401304e+01dB,1.79976776042730e+02°)
3.94430058809238e+03	(-5.04531788434239e+01dB,1.79976722505985e+02°)
3.95339313999873e+03	(-5.04531788467326e+01dB,1.79976668845826e+02°)
3.96250665240196e+03	(-5.04531788500566e+01dB,1.79976615061967e+02°)
3.97164117362101e+03	(-5.04531788533959e+01dB,1.79976561154123e+02°)
3.98079675208619e+03	(-5.04531788567506e+01dB,1.79976507122009e+02°)
3.98997343633948e+03	(-5.04531788601209e+01dB,1.79976452965338e+02°)
3.99917127503474e+03	(-5.04531788635066e+01dB,1.79976398683824e+02°)
4.00839031693799e+03	(-5.04531788669080e+01dB,1.79976344277177e+02°)
4.01763061092768e+03	(-5.04531788703251e+01dB,1.79976289745110e+02°)
4.02689220599493e+03	(-5.04531788737580e+01dB,1.79976235087334e+02°)
4.03617515124379e+03	(-5.04531788772067e+01dB,1.79976180303559e+02°)
4.04547949589151e+03	(-5.04531788806713e+01dB,1.79976125393494e+02°)
4.05480528926880e+03	(-5.04531788841520e+01dB,1.79976070356848e+02°)
4.06415258082009e+03	(-5.04531788876487e+01dB,1.79976015193330e+02°)
4.07352142010379e+03	(-5.04531788911615e+01dB,1.79975959902647e+02°)
4.08291185679255e+03	(-5.04531788946905e+01dB,1.79975904484506e+02°)
4.09232394067354e+03	(-5.04531788982359e+01dB,1.79975848938613e+02°)
4.10175772164868e+03	(-5.04531789017976e+01dB,1.79975793264673e+02°)
4.11121324973494e+03	(-5.04531789053757e+01dB,1.79975737462391e+02°)
4.12069057506460e+03	(-5.04531789089704e+01dB,1.79975681531473e+02°)
4.13018974788548e+03	(-5.04531789125816e+01dB,1.79975625471620e+02°)
4.13971081856125e+03	(-5.04531789162096e+01dB,1.79975569282536e+02°)
4.14925383757169e+03	(-5.04531789198542e+01dB,1.79975512963922e+02°)
4.15881885551293e+03	(-5.04531789235157e+01dB,1.79975456515481e+02°)
4.16840592309775e+03	(-5.04531789271941e+01dB,1.79975399936913e+02°)
4.17801509115582e+03	(-5.04531789308895e+01dB,1.79975343227918e+02°)
4.18764641063399e+03	(-5.04531789346019e+01dB,1.79975286388195e+02°)
4.19729993259656e+03	(-5.04531789383314e+01dB,1.79975229417443e+02°)
4.20697570822555e+03	(-5.04531789420782e+01dB,1.79975172315360e+02°)
4.21667378882095e+03	(-5.04531789458423e+01dB,1.79975115081643e+02°)
4.22639422580102e+03	(-5.04531789496237e+01dB,1.79975057715989e+02°)
4.23613707070255e+03	(-5.04531789534226e+01dB,1.79975000218094e+02°)
4.24590237518114e+03	(-5.04531789572391e+01dB,1.79974942587652e+02°)
4.25569019101145e+03	(-5.04531789610731e+01dB,1.79974884824358e+02°)
4.26550057008751e+03	(-5.04531789649248e+01dB,1.79974826927906e+02°)
4.27533356442298e+03	(-5.04531789687944e+01dB,1.79974768897990e+02°)
4.28518922615141e+03	(-5.04531789726818e+01dB,1.79974710734300e+02°)
4.29506760752654e+03	(-5.04531789765871e+01dB,1.79974652436529e+02°)
4.30496876092256e+03	(-5.04531789805104e+01dB,1.79974594004368e+02°)
4.31489273883441e+03	(-5.04531789844519e+01dB,1.79974535437508e+02°)
4.32483959387803e+03	(-5.04531789884116e+01dB,1.79974476735636e+02°)
4.33480937879064e+03	(-5.04531789923895e+01dB,1.79974417898443e+02°)
4.34480214643107e+03	(-5.04531789963858e+01dB,1.79974358925616e+02°)
4.35481794977996e+03	(-5.04531790004005e+01dB,1.79974299816843e+02°)
4.36485684194011e+03	(-5.04531790044338e+01dB,1.79974240571810e+02°)
4.37491887613673e+03	(-5.04531790084857e+01dB,1.79974181190204e+02°)
4.38500410571773e+03	(-5.04531790125563e+01dB,1.79974121671708e+02°)
4.39511258415397e+03	(-5.04531790166457e+01dB,1.79974062016009e+02°)
4.40524436503962e+03	(-5.04531790207539e+01dB,1.79974002222789e+02°)
4.41539950209236e+03	(-5.04531790248811e+01dB,1.79973942291731e+02°)
4.42557804915373e+03	(-5.04531790290274e+01dB,1.79973882222518e+02°)
4.43578006018935e+03	(-5.04531790331928e+01dB,1.79973822014831e+02°)
4.44600558928929e+03	(-5.04531790373775e+01dB,1.79973761668351e+02°)
4.45625469066827e+03	(-5.04531790415814e+01dB,1.79973701182759e+02°)
4.46652741866602e+03	(-5.04531790458048e+01dB,1.79973640557732e+02°)
4.47682382774751e+03	(-5.04531790500476e+01dB,1.79973579792951e+02°)
4.48714397250328e+03	(-5.04531790543100e+01dB,1.79973518888092e+02°)
4.49748790764971e+03	(-5.04531790585921e+01dB,1.79973457842833e+02°)
4.50785568802932e+03	(-5.04531790628940e+01dB,1.79973396656851e+02°)
4.51824736861104e+03	(-5.04531790672157e+01dB,1.79973335329820e+02°)
4.52866300449054e+03	(-5.04531790715574e+01dB,1.79973273861416e+02°)
4.53910265089046e+03	(-5.04531790759191e+01dB,1.79973212251313e+02°)
4.54956636316079e+03	(-5.04531790803010e+01dB,1.79973150499183e+02°)
4.56005419677908e+03	(-5.04531790847031e+01dB,1.79973088604701e+02°)
4.57056620735078e+03	(-5.04531790891255e+01dB,1.79973026567537e+02°)
4.58110245060953e+03	(-5.04531790935683e+01dB,1.79972964387362e+02°)
4.59166298241743e+03	(-5.04531790980316e+01dB,1.79972902063848e+02°)
4.60224785876538e+03	(-5.04531791025155e+01dB,1.79972839596663e+02°)
4.61285713577334e+03	(-5.04531791070201e+01dB,1.79972776985476e+02°)
4.62349086969064e+03	(-5.04531791115455e+01dB,1.79972714229956e+02°)
4.63414911689627e+03	(-5.04531791160918e+01dB,1.79972651329770e+02°)
4.64483193389920e+03	(-5.04531791206591e+01dB,1.79972588284583e+02°)
4.65553937733867e+03	(-5.04531791252474e+01dB,1.79972525094063e+02°)
4.66627150398447e+03	(-5.04531791298570e+01dB,1.79972461757873e+02°)
4.67702837073728e+03	(-5.04531791344878e+01dB,1.79972398275679e+02°)
4.68781003462892e+03	(-5.04531791391400e+01dB,1.79972334647143e+02°)
4.69861655282270e+03	(-5.04531791438137e+01dB,1.79972270871928e+02°)
4.70944798261372e+03	(-5.04531791485089e+01dB,1.79972206949696e+02°)
4.72030438142913e+03	(-5.04531791532258e+01dB,1.79972142880108e+02°)
4.73118580682847e+03	(-5.04531791579645e+01dB,1.79972078662825e+02°)
4.74209231650399e+03	(-5.04531791627250e+01dB,1.79972014297505e+02°)
4.75302396828091e+03	(-5.04531791675076e+01dB,1.79971949783808e+02°)
4.76398082011776e+03	(-5.04531791723122e+01dB,1.79971885121392e+02°)
4.77496293010668e+03	(-5.04531791771389e+01dB,1.79971820309914e+02°)
4.78597035647372e+03	(-5.04531791819880e+01dB,1.79971755349030e+02°)
4.79700315757917e+03	(-5.04531791868595e+01dB,1.79971690238396e+02°)
4.80806139191782e+03	(-5.04531791917534e+01dB,1.79971624977666e+02°)
4.81914511811935e+03	(-5.04531791966699e+01dB,1.79971559566495e+02°)
4.83025439494856e+03	(-5.04531792016091e+01dB,1.79971494004535e+02°)
4.84138928130574e+03	(-5.04531792065711e+01dB,1.79971428291440e+02°)
4.85254983622694e+03	(-5.04531792115560e+01dB,1.79971362426860e+02°)
4.86373611888432e+03	(-5.04531792165639e+01dB,1.79971296410447e+02°)
4.87494818858643e+03	(-5.04531792215950e+01dB,1.79971230241851e+02°)
4.88618610477854e+03	(-5.04531792266492e+01dB,1.79971163920720e+02°)
4.89744992704298e+03	(-5.04531792317268e+01dB,1.79971097446703e+02°)
4.90873971509941e+03	(-5.04531792368279e+01dB,1.79971030819448e+02°)
4.92005552880515e+03	(-5.04531792419524e+01dB,1.79970964038602e+02°)
4.93139742815553e+03	(-5.04531792471006e+01dB,1.79970897103809e+02°)
4.94276547328417e+03	(-5.04531792522726e+01dB,1.79970830014716e+02°)
4.95415972446332e+03	(-5.04531792574685e+01dB,1.79970762770967e+02°)
4.96558024210415e+03	(-5.04531792626884e+01dB,1.79970695372205e+02°)
4.97702708675711e+03	(-5.04531792679323e+01dB,1.79970627818073e+02°)
4.98850031911224e+03	(-5.04531792732004e+01dB,1.79970560108213e+02°)
4.99999999999947e+03	(-5.04531792784929e+01dB,1.79970492242265e+02°)
5.01152619038897e+03	(-5.04531792838098e+01dB,1.79970424219871e+02°)
5.02307895139145e+03	(-5.04531792891512e+01dB,1.79970356040668e+02°)
5.03465834425849e+03	(-5.04531792945173e+01dB,1.79970287704297e+02°)
5.04626443038289e+03	(-5.04531792999081e+01dB,1.79970219210394e+02°)
5.05789727129896e+03	(-5.04531793053239e+01dB,1.79970150558596e+02°)
5.06955692868286e+03	(-5.04531793107646e+01dB,1.79970081748539e+02°)
5.08124346435294e+03	(-5.04531793162305e+01dB,1.79970012779860e+02°)
5.09295694027005e+03	(-5.04531793217215e+01dB,1.79969943652190e+02°)
5.10469741853786e+03	(-5.04531793272379e+01dB,1.79969874365166e+02°)
5.11646496140323e+03	(-5.04531793327798e+01dB,1.79969804918418e+02°)
5.12825963125649e+03	(-5.04531793383473e+01dB,1.79969735311579e+02°)
5.14008149063182e+03	(-5.04531793439405e+01dB,1.79969665544280e+02°)
5.15193060220753e+03	(-5.04531793495594e+01dB,1.79969595616151e+02°)
5.16380702880644e+03	(-5.04531793552044e+01dB,1.79969525526821e+02°)
5.17571083339617e+03	(-5.04531793608753e+01dB,1.79969455275918e+02°)
5.18764207908951e+03	(-5.04531793665725e+01dB,1.79969384863070e+02°)
5.19960082914474e+03	(-5.04531793722959e+01dB,1.79969314287904e+02°)
5.21158714696597e+03	(-5.04531793780458e+01dB,1.79969243550046e+02°)
5.22360109610344e+03	(-5.04531793838222e+01dB,1.79969172649120e+02°)
5.23564274025394e+03	(-5.04531793896253e+01dB,1.79969101584751e+02°)
5.24771214326105e+03	(-5.04531793954551e+01dB,1.79969030356561e+02°)
5.25980936911555e+03	(-5.04531794013119e+01dB,1.79968958964174e+02°)
5.27193448195573e+03	(-5.04531794071957e+01dB,1.79968887407210e+02°)
5.28408754606773e+03	(-5.04531794131066e+01dB,1.79968815685291e+02°)
5.29626862588588e+03	(-5.04531794190449e+01dB,1.79968743798035e+02°)
5.30847778599306e+03	(-5.04531794250105e+01dB,1.79968671745063e+02°)
5.32071509112101e+03	(-5.04531794310037e+01dB,1.79968599525991e+02°)
5.33298060615072e+03	(-5.04531794370245e+01dB,1.79968527140437e+02°)
5.34527439611272e+03	(-5.04531794430732e+01dB,1.79968454588017e+02°)
5.35759652618746e+03	(-5.04531794491497e+01dB,1.79968381868347e+02°)
5.36994706170565e+03	(-5.04531794552543e+01dB,1.79968308981041e+02°)
5.38232606814860e+03	(-5.04531794613871e+01dB,1.79968235925712e+02°)
5.39473361114856e+03	(-5.04531794675482e+01dB,1.79968162701974e+02°)
5.40716975648911e+03	(-5.04531794737377e+01dB,1.79968089309437e+02°)
5.41963457010543e+03	(-5.04531794799558e+01dB,1.79968015747714e+02°)
5.43212811808474e+03	(-5.04531794862026e+01dB,1.79967942016413e+02°)
5.44465046666658e+03	(-5.04531794924782e+01dB,1.79967868115144e+02°)
5.45720168224319e+03	(-5.04531794987828e+01dB,1.79967794043515e+02°)
5.46978183135988e+03	(-5.04531795051166e+01dB,1.79967719801133e+02°)
5.48239098071533e+03	(-5.04531795114795e+01dB,1.79967645387606e+02°)
5.49502919716201e+03	(-5.04531795178718e+01dB,1.79967570802537e+02°)
5.50769654770648e+03	(-5.04531795242936e+01dB,1.79967496045532e+02°)
5.52039309950977e+03	(-5.04531795307450e+01dB,1.79967421116195e+02°)
5.53311891988773e+03	(-5.04531795372263e+01dB,1.79967346014127e+02°)
5.54587407631140e+03	(-5.04531795437374e+01dB,1.79967270738932e+02°)
5.55865863640735e+03	(-5.04531795502786e+01dB,1.79967195290210e+02°)
5.57147266795805e+03	(-5.04531795568500e+01dB,1.79967119667560e+02°)
5.58431623890220e+03	(-5.04531795634517e+01dB,1.79967043870583e+02°)
5.59718941733515e+03	(-5.04531795700839e+01dB,1.79966967898875e+02°)
5.61009227150921e+03	(-5.04531795767468e+01dB,1.79966891752035e+02°)
5.62302486983402e+03	(-5.04531795834403e+01dB,1.79966815429658e+02°)
5.63598728087694e+03	(-5.04531795901648e+01dB,1.79966738931340e+02°)
5.64897957336337e+03	(-5.04531795969203e+01dB,1.79966662256675e+02°)
5.66200181617717e+03	(-5.04531796037070e+01dB,1.79966585405257e+02°)
5.67505407836096e+03	(-5.04531796105250e+01dB,1.79966508376678e+02°)
5.68813642911653e+03	(-5.04531796173744e+01dB,1.79966431170531e+02°)
5.70124893780522e+03	(-5.04531796242555e+01dB,1.79966353786405e+02°)
5.71439167394823e+03	(-5.04531796311684e+01dB,1.79966276223890e+02°)
5.72756470722705e+03	(-5.04531796381131e+01dB,1.79966198482575e+02°)
5.74076810748379e+03	(-5.04531796450900e+01dB,1.79966120562048e+02°)
5.75400194472155e+03	(-5.04531796520990e+01dB,1.79966042461896e+02°)
5.76726628910483e+03	(-5.04531796591404e+01dB,1.79965964181704e+02°)
5.78056121095986e+03	(-5.04531796662142e+01dB,1.79965885721059e+02°)
5.79388678077500e+03	(-5.04531796733208e+01dB,1.79965807079542e+02°)
5.80724306920108e+03	(-5.04531796804601e+01dB,1.79965728256739e+02°)
5.82063014705182e+03	(-5.04531796876324e+01dB,1.79965649252230e+02°)
5.83404808530417e+03	(-5.04531796948378e+01dB,1.79965570065598e+02°)
5.84749695509871e+03	(-5.04531797020764e+01dB,1.79965490696421e+02°)
5.86097682774001e+03	(-5.04531797093485e+01dB,1.79965411144280e+02°)
5.87448777469700e+03	(-5.04531797166541e+01dB,1.79965331408752e+02°)
5.88802986760339e+03	(-5.04531797239935e+01dB,1.79965251489415e+02°)
5.90160317825800e+03	(-5.04531797313667e+01dB,1.79965171385845e+02°)
5.91520777862517e+03	(-5.04531797387739e+01dB,1.79965091097617e+02°)
5.92884374083515e+03	(-5.04531797462154e+01dB,1.79965010624306e+02°)
5.94251113718444e+03	(-5.04531797536912e+01dB,1.79964929965485e+02°)
5.95621004013622e+03	(-5.04531797612015e+01dB,1.79964849120726e+02°)
5.96994052232071e+03	(-5.04531797687465e+01dB,1.79964768089601e+02°)
5.98370265653556e+03	(-5.04531797763263e+01dB,1.79964686871680e+02°)
5.99749651574623e+03	(-5.04531797839410e+01dB,1.79964605466533e+02°)
6.01132217308640e+03	(-5.04531797915910e+01dB,1.79964523873727e+02°)
6.02517970185832e+03	(-5.04531797992762e+01dB,1.79964442092831e+02°)
6.03906917553323e+03	(-5.04531798069969e+01dB,1.79964360123411e+02°)
6.05299066775174e+03	(-5.04531798147533e+01dB,1.79964277965031e+02°)
6.06694425232422e+03	(-5.04531798225454e+01dB,1.79964195617258e+02°)
6.08093000323117e+03	(-5.04531798303735e+01dB,1.79964113079653e+02°)
6.09494799462366e+03	(-5.04531798382378e+01dB,1.79964030351779e+02°)
6.10899830082368e+03	(-5.04531798461383e+01dB,1.79963947433198e+02°)
6.12308099632456e+03	(-5.04531798540754e+01dB,1.79963864323471e+02°)
6.13719615579135e+03	(-5.04531798620490e+01dB,1.79963781022155e+02°)
6.15134385406122e+03	(-5.04531798700595e+01dB,1.79963697528811e+02°)
6.16552416614386e+03	(-5.04531798781069e+01dB,1.79963613842994e+02°)
6.17973716722186e+03	(-5.04531798861915e+01dB,1.79963529964262e+02°)
6.19398293265116e+03	(-5.04531798943134e+01dB,1.79963445892170e+02°)
6.20826153796136e+03	(-5.04531799024728e+01dB,1.79963361626272e+02°)
6.22257305885623e+03	(-5.04531799106698e+01dB,1.79963277166121e+02°)
6.23691757121402e+03	(-5.04531799189047e+01dB,1.79963192511269e+02°)
6.25129515108790e+03	(-5.04531799271776e+01dB,1.79963107661268e+02°)
6.26570587470638e+03	(-5.04531799354887e+01dB,1.79963022615667e+02°)
6.28014981847367e+03	(-5.04531799438381e+01dB,1.79962937374017e+02°)
6.29462705897013e+03	(-5.04531799522261e+01dB,1.79962851935864e+02°)
6.30913767295265e+03	(-5.04531799606528e+01dB,1.79962766300756e+02°)
6.32368173735505e+03	(-5.04531799691184e+01dB,1.79962680468239e+02°)
6.33825932928852e+03	(-5.04531799776231e+01dB,1.79962594437858e+02°)
6.35287052604200e+03	(-5.04531799861670e+01dB,1.79962508209156e+02°)
6.36751540508259e+03	(-5.04531799947504e+01dB,1.79962421781677e+02°)
6.38219404405600e+03	(-5.04531800033733e+01dB,1.79962335154962e+02°)
6.39690652078691e+03	(-5.04531800120361e+01dB,1.79962248328552e+02°)
6.41165291327939e+03	(-5.04531800207389e+01dB,1.79962161301987e+02°)
6.42643329971736e+03	(-5.04531800294818e+01dB,1.79962074074805e+02°)
6.44124775846495e+03	(-5.04531800382651e+01dB,1.79961986646544e+02°)
6.45609636806695e+03	(-5.04531800470889e+01dB,1.79961899016740e+02°)
6.47097920724920e+03	(-5.04531800559535e+01dB,1.79961811184928e+02°)
6.48589635491905e+03	(-5.04531800648590e+01dB,1.79961723150644e+02°)
6.50084789016572e+03	(-5.04531800738056e+01dB,1.79961634913419e+02°)
6.51583389226076e+03	(-5.04531800827935e+01dB,1.79961546472787e+02°)
6.53085444065847e+03	(-5.04531800918228e+01dB,1.79961457828279e+02°)
6.54590961499630e+03	(-5.04531801008939e+01dB,1.79961368979424e+02°)
6.56099949509528e+03	(-5.04531801100068e+01dB,1.79961279925752e+02°)
6.57612416096045e+03	(-5.04531801191618e+01dB,1.79961190666789e+02°)
6.59128369278129e+03	(-5.04531801283590e+01dB,1.79961101202064e+02°)
6.60647817093213e+03	(-5.04531801375987e+01dB,1.79961011531101e+02°)
6.62170767597258e+03	(-5.04531801468810e+01dB,1.79960921653426e+02°)
6.63697228864795e+03	(-5.04531801562062e+01dB,1.79960831568562e+02°)
6.65227208988970e+03	(-5.04531801655745e+01dB,1.79960741276030e+02°)
6.66760716081587e+03	(-5.04531801749859e+01dB,1.79960650775353e+02°)
6.68297758273146e+03	(-5.04531801844408e+01dB,1.79960560066051e+02°)
6.69838343712892e+03	(-5.04531801939394e+01dB,1.79960469147642e+02°)
6.71382480568856e+03	(-5.04531802034818e+01dB,1.79960378019645e+02°)
6.72930177027898e+03	(-5.04531802130682e+01dB,1.79960286681577e+02°)
6.74481441295750e+03	(-5.04531802226989e+01dB,1.79960195132952e+02°)
6.76036281597062e+03	(-5.04531802323741e+01dB,1.79960103373287e+02°)
6.77594706175441e+03	(-5.04531802420939e+01dB,1.79960011402093e+02°)
6.79156723293500e+03	(-5.04531802518585e+01dB,1.79959919218885e+02°)
6.80722341232898e+03	(-5.04531802616683e+01dB,1.79959826823172e+02°)
6.82291568294385e+03	(-5.04531802715233e+01dB,1.79959734214466e+02°)
6.83864412797847e+03	(-5.04531802814238e+01dB,1.79959641392274e+02°)
6.85440883082349e+03	(-5.04531802913700e+01dB,1.79959548356106e+02°)
6.87020987506180e+03	(-5.04531803013621e+01dB,1.79959455105467e+02°)
6.88604734446895e+03	(-5.04531803114003e+01dB,1.79959361639864e+02°)
6.90192132301364e+03	(-5.04531803214849e+01dB,1.79959267958800e+02°)
6.91783189485812e+03	(-5.04531803316160e+01dB,1.79959174061779e+02°)
6.93377914435865e+03	(-5.04531803417939e+01dB,1.79959079948304e+02°)
6.94976315606598e+03	(-5.04531803520188e+01dB,1.79958985617875e+02°)
6.96578401472572e+03	(-5.04531803622908e+01dB,1.79958891069992e+02°)
6.98184180527889e+03	(-5.04531803726103e+01dB,1.79958796304154e+02°)
